#|num|weight|mean|covariance matrix|
|0|1.0091885084e-06|16.4089104342 53.1336016651 -6.13246940868|0.0069431759895 -0.000406215277676 -0.0100167810921 -0.000406215277676 0.00102776487102 0.000684645710185 -0.0100167810921 0.000684645710185 0.0178825399255|
|1|0.137721785116|7.81398057937 42.7838363647 -13.6888875961|0.001 2.4718482735e-17 -1.65436122511e-24 2.47184761175e-17 0.000999999998674 0.0 -8.27180612553e-25 1.54298419553e-20 0.000999999998674|
|2|92.2266538498|19.939342564 46.9135503352 -17.5488437471|1.60369470859 -0.118140521726 1.52286030489 -0.118140521726 0.137880247558 -0.0856754051977 1.52286030489 -0.0856754051977 1.46092782788|
|3|138.340366364|22.3336408707 53.3642425779 -3.91057086718|2.59397563856 0.262218974777 -0.222318385307 0.262218974777 0.0369544445547 -0.0180501805896 -0.222318385307 -0.0180501805896 0.0241274068086|
|4|46.0994617823|3.06723720076 46.325252794 -17.9393981241|0.0779666728497 -0.0320699052639 -0.0998267939607 -0.0320699052639 0.014380405166 0.0416016415946 -0.0998267939607 0.0416016415946 0.130541760968|
|5|69.1701730587|6.71016061064 33.8785820508 -10.0900732689|0.0229321573214 0.0157993645507 0.00808356686293 0.0157993645507 0.0610997438786 -0.0258590872739 0.00808356686293 -0.0258590872739 0.0245828672587|
|6|23.0567304245|7.45560407639 41.0198669434 -19.7403888702|0.001 -3.53409685539e-28 -5.04870979341e-29 -3.53409685539e-28 0.001 0.0 -5.04870979341e-29 -3.64723835913e-22 0.001|
|7|289.736378375|9.61538148247 58.698916475 -0.62883278488|0.34753912329 0.774088499176 0.541261966538 0.774088499176 3.24625678546 5.54475143035 0.541261966538 5.54475143035 16.9450556098|
|8|8.97668581982|16.4409236908 53.1314163208 -6.18642425537|0.001 3.47968894823e-14 -7.2345507565e-16 3.47968894823e-14 0.000998979135029 0.0 -7.23455075649e-16 -5.39023238513e-21 0.000998979135029|
|9|1.61777269392e-09|16.3369754963 52.8535492246 -5.73018109193|0.00399967290494 0.00801019649267 -0.0132257669408 0.00801019649267 0.0223901676901 -0.0353168953231 -0.0132257669408 -0.0353168953231 0.0593177785621|
|10|345.353409701|0.488404529987 48.00542403 0.711377253772|0.886486686405 0.0977886112287 0.5201264448 0.0977886112287 0.17318057268 0.604088914708 0.5201264448 0.604088914708 2.61707989738|
|11|23.0567304245|10.0550642014 42.0874481201 -4.13344287872|0.001 -2.25614218893e-28 0.0 -2.25614218893e-28 0.001 0.0 1.26217744835e-29 -1.24097902718e-22 0.001|
|12|23.0553133926|16.8764533997 41.6762428284 -3.15106940269|0.001 -1.96844986922e-15 -8.18512844242e-17 -1.96844986922e-15 0.000998979135029 -2.03287907341e-20 -8.18512844243e-17 -2.00526646084e-20 0.000998979135029|
|13|23.0554346738|14.0031661987 44.1758766174 -17.8451824188|0.001 8.17469032644e-15 -6.75711256507e-16 8.17469032644e-15 0.000995953654162 1.08420217249e-19 -6.75711256507e-16 1.58966818682e-19 0.000995953654162|
|14|299.443088369|-0.77727272947 33.8177041312 -30.0059686194|2.79477822576 1.95844935641 -2.51613753773 1.95844935641 2.67924291386 -3.39738618786 -2.51613753773 -3.39738618786 4.77668381825|
|15|46.1134585004|-11.8867305837 40.4853859148 -22.2566899101|0.824731209543 1.80572859205 1.40368268677 1.80572859205 3.95568658497 3.07460493748 1.40368268677 3.07460493748 2.39040138204|
|16|161.162494627|17.148721641 40.5825107856 5.65702439683|2.11869622857 -1.91221971814 0.382017669162 -1.91221971814 1.99573353686 0.0554163675902 0.382017669162 0.0554163675902 0.836681545873|
|17|46.1134608489|-1.05416157842 45.4197902679 -15.8803157806|0.0427437022695 0.0117669514959 -0.0372086600413 0.0117669514959 0.00410026753313 -0.0104607386248 -0.0372086600413 -0.0104607386248 0.0337889869762|
|18|23.0567304245|4.33779525757 36.761516571 -11.527338028|0.001 2.52435489671e-29 -1.26217744835e-29 -7.57306469012e-29 0.001 0.0 1.26217744835e-29 -6.07890334943e-23 0.001|
|19|507.867892279|-4.22686490349 60.8150401765 -32.3116395592|3.38780097901 -1.50771159757 0.027595516298 -1.50771159757 1.49644194002 -0.7849831648 0.027595516298 -0.7849831648 1.05607661347|
|20|0.52423887906|16.2232589722 53.1462936401 -5.81956672668|0.001 -1.22357828251e-12 -2.54781727373e-14 -1.2235782825e-12 0.000999744196349 6.77626357803e-20 -2.54781727374e-14 9.81855169363e-20 0.000999744196349|
|21|23.0567303963|25.4866275787 44.9380989075 -9.17791652679|0.001 -1.27479922284e-27 -1.00974195868e-28 -1.28742099732e-27 0.001 2.71050543121e-20 -1.00974195868e-28 -2.91011121443e-20 0.001|
|22|45.9684824801|14.313933329 49.8298926792 -21.1221818395|1.44578705676 -1.74226876268 -0.114858866985 -1.74226876268 2.10200156229 0.138508294436 -0.114858866985 0.138508294436 0.0101309590326|
|23|46.1121655435|-11.0427157576 32.7896053571 -21.1566128318|0.674581166009 1.16833529988 0.678516665647 1.16833529988 2.02489195534 1.17571544157 0.678516665647 1.17571544157 0.683127642562|
|24|92.2178775753|17.7870935863 57.9318850331 -0.64769588756|4.09333726741 -1.21827315057 -1.40413613379 -1.21827315057 0.400484338935 0.476155572241 -1.40413613379 0.476155572241 0.613488652545|
|25|46.1125892707|22.1035746907 55.7658233109 -15.0149252856|0.0500898906938 -0.00293704715655 0.0106972962497 -0.00293704715655 0.00117572347133 -0.000640019015908 0.0106972962497 -0.000640019015908 0.00333107357618|
|26|184.454441745|17.4373569273 67.3652310267 -9.44864733547|10.9440352803 -3.21333112923 6.52416396674 -3.21333112923 1.37279211283 -2.12859205528 6.52416396674 -2.12859205528 4.02535813678|
|27|69.1701500879|9.65016311236 40.068347809 -22.3432992826|0.117297695324 -0.0852481162666 0.515404520297 -0.0852481162666 0.0817450391208 -0.432322233314 0.515404520297 -0.432322233314 2.44797983396|
|28|92.1192765315|12.8717484528 36.2102136338 -16.9809582595|16.2127806082 8.36990970107 -2.362628994 8.36990970107 4.32798732616 -1.23174331756 -2.362628994 -1.23174331756 0.393259932457|
|29|23.0567206201|-5.71741437912 37.3562927246 -20.5155448914|0.001 1.0640766035e-14 1.71805704685e-15 1.0640766035e-14 0.000984379707588 -1.62630325873e-19 1.71805704685e-15 -1.62708698293e-19 0.000984379707588|
|30|158.747690395|23.2049458427 38.6489954215 -3.98533348701|0.172424046684 0.077669745706 -1.19484867384 0.077669745706 0.336214710772 -0.45049179308 -1.19484867384 -0.45049179308 8.44696733007|
|31|157.730572001|17.6339802991 36.7990126731 -28.2733259522|2.86531393848 2.29399560656 -1.45126220039 2.29399560656 1.85369308772 -1.36072972432 -1.45126220039 -1.36072972432 3.40859203223|
|32|23.0567304236|15.802236557 55.9416465759 -8.84900379181|0.001 2.03482160534e-14 -8.40981008946e-16 2.03482160534e-14 0.000995953654162 0.0 -8.40981008946e-16 3.16647237735e-20 0.000995953654162|
|33|0.356693887091|15.656829834 50.0499267578 -10.561214447|0.001 3.87515147053e-11 -3.20315922271e-12 3.87515147053e-11 0.0009959536538 -3.05745012641e-17 -3.20315922271e-12 -3.06007157616e-17 0.0009959536538|
|34|46.1134606576|17.3583135615 37.0900669097 -5.11830175411|0.269798029884 -0.00968314875151 -0.53006959201 -0.00968314875151 0.00112770766199 0.0190094639641 -0.53006959201 0.0190094639641 1.04538876574|
|35|46.1132955468|2.94099304913 45.576097465 -18.1838469892|0.120710787924 -0.00618899569187 -0.0370202077281 -0.00618899569187 0.00119245575056 0.00191423954022 -0.0370202077281 0.00191423954022 0.0123081214767|
|36|5.12101018015e-11|15.1970685723 48.7137712824 -9.47728499933|0.00134479422353 0.00108416145582 -0.000217999102568 0.00108416145582 0.00441721712533 -0.000687004804986 -0.000217999102568 -0.000687004804986 0.00113891247453|
|37|0.00578495698578|15.2153635024 48.7724151607 -9.4886941909|0.000999998684416 -5.74660638098e-08 -2.40211456223e-09 -5.74660638098e-08 0.000997485434695 5.48962455355e-11 -2.40211456223e-09 5.48962455308e-11 0.0009974841237|
|38|314.269661324|14.1177993185 60.4513540882 -5.28115017251|13.9744715029 15.6926445579 9.29048171519 15.6926445579 17.7700163084 10.2308586722 9.29048171519 10.2308586722 6.87318380306|
