#|num|weight|mean|covariance matrix|
|0|365.788812122|-36.2203051061 46.5620304428 33.9858780838|11.497081443 14.3029722703 1.66043154059 14.3029722703 18.1325205144 2.10657546251 1.66043154059 2.10657546251 0.425151101199|
|1|67.0781432235|-54.3410949527 53.9684426905 4.48351255182|6.07756640645 2.13927507856 -1.06729776431 2.13927507856 1.21756789238 -0.818550903101 -1.06729776431 -0.818550903101 0.61156105647|
|2|22.3597231834|-42.2963562012 69.4665222168 13.9932117462|0.001 5.04870979341e-29 -2.01948391737e-28 1.66607423183e-27 0.001 2.71050543121e-20 -2.01948391737e-28 1.43670215507e-20 0.001|
|3|89.5055682992|-51.6781623417 58.6380868447 22.1469795714|0.499812210267 0.579484587812 0.830348422966 0.579484587812 2.4444043456 1.58543647006 0.830348422966 1.58543647006 1.60635395064|
|4|67.0792327503|-52.743608695 35.0504278122 8.35433793195|3.93423470847 0.897676025663 6.00553201987 0.897676025663 0.237253001197 1.43526700934 6.00553201987 1.43526700934 9.3037938379|
|5|22.3597501266|-45.9558525085 56.5488471985 15.7434091568|0.001 -3.11647005323e-14 -2.57604118498e-15 -3.11647005323e-14 0.000995953654162 -5.42101086243e-20 -2.57604118498e-15 -9.26565109923e-20 0.000995953654162|
|6|0.00182627908358|-48.6844940172 48.6156730639 20.1312580103|0.000980256297026 -6.47117227683e-06 -1.07001733439e-06 -6.47117227683e-06 0.000997295578496 3.1777652011e-06 -1.07001733439e-06 3.1777652011e-06 0.000978602771311|
|7|44.6972467183|-49.0551801672 51.1741273579 15.6452787041|0.103009900664 -0.0200194771077 0.052958101018 -0.0200194771077 0.00461109291136 -0.0103639906414 0.052958101018 -0.0103639906414 0.0281264290035|
|8|44.7195002532|-45.9571170807 59.364107132 23.6452255249|0.0971679742846 0.198679004657 0.336569397751 0.198679004657 0.41137584146 0.695210821348 0.336569397751 0.695210821348 1.17869295956|
|9|22.3597501266|-37.1165962219 47.3404502869 17.7367229462|0.001 -1.31266454629e-27 -2.01948391737e-28 -5.04870979341e-28 0.001 0.0 2.01948391737e-28 1.03943530934e-20 0.001|
|10|22.3410343375|-49.3533706665 49.3140144348 20.2811450958|0.001 -2.82727748431e-27 6.0584517521e-28 -1.21169035042e-27 0.001 0.0 6.0584517521e-28 1.71089701269e-20 0.001|
|11|268.394691687|-55.0995018894 59.4212689703 17.6047078664|2.03233262539 -4.83940863639 -2.17427041273 -4.83940863639 14.4670702901 7.25914290774 -2.17427041273 7.25914290774 3.83969931817|
|12|22.3597501266|-45.9051322937 49.8575935364 15.4142799377|0.001 0.0 2.01948391737e-28 0.0 0.001 0.0 2.01948391737e-28 1.1392859147e-20 0.001|
|13|152.253014008|-46.7608892112 53.1048016408 6.71295144375|0.50315941134 -0.494237038517 0.541371856787 -0.494237038517 1.14718419 -0.940462866656 0.541371856787 -0.940462866656 1.06007047288|
