#|num|weight|mean|covariance matrix|
|0|207.414994159|37.5914643729 45.7831711849 -15.5689263982|0.307686718125 0.841888377609 -1.49792795777 0.841888377609 3.44623952509 -6.34274120415 -1.49792795777 -6.34274120415 11.8912225039|
|1|0.042246820072|47.5551039236 48.2103992345 -7.89738461922|0.00305261107142 -0.000974059299527 0.00181057050505 -0.000974059299527 0.00146295338754 -0.000859464624372 0.00181057050505 -0.000859464624372 0.00259862824881|
|2|22.7827204643|42.7855262756 56.6269416809 -27.2127475739|0.001 8.07793566946e-28 4.03896783473e-28 8.07793566946e-28 0.001 0.0 4.03896783473e-28 -2.15647523848e-20 0.001|
|3|22.7826044589|48.230682373 40.7136039734 -15.6137723923|0.001 5.04870979341e-28 2.01948391737e-28 5.04870979341e-28 0.001 5.42101086243e-20 0.0 -6.58492717539e-20 0.001|
|4|90.3298234346|52.7062778698 45.5251895194 4.38956545819|0.772309703525 -3.80427158021 0.0734455754952 -3.80427158021 18.7757381588 -0.37784925298 0.0734455754952 -0.37784925298 0.0296988056639|
|5|22.782720288|53.7398643494 65.731590271 -18.2854099274|0.001 -4.61703692523e-14 -3.81639389078e-15 -4.61703692523e-14 0.000995953654162 -8.13151629364e-20 -3.81639389078e-15 -9.10109893835e-20 0.000995953654162|
|6|22.7827204643|34.831325531 61.1300354004 -28.7438087463|0.001 -1.08234670742e-13 -1.74755593883e-14 -1.08234670742e-13 0.000984379707588 -1.08420217249e-19 -1.74755593883e-14 -1.62215689071e-19 0.000984379707588|
|7|22.7827204643|43.6419944763 49.6161460876 -22.2010135651|0.001 -1.61558713389e-27 -8.07793566946e-28 -1.00974195868e-28 0.001 5.42101086243e-20 -1.21169035042e-27 -7.2167809309e-20 0.001|
|8|91.1308818573|43.3605279922 56.8422574997 -24.1720952988|0.00542966481478 0.0089871160535 0.00769937033965 0.0089871160535 0.0850189982146 0.0227784728604 0.00769937033965 0.0227784728604 0.0183345324101|
|9|227.883565652|54.4580807876 66.6618291571 -5.65422055524|6.65164118851 -4.83119439681 -4.32821923075 -4.83119439681 3.56359923977 3.01525178284 -4.32821923075 3.01525178284 3.52035471099|
|10|180.131897586|52.1464213537 65.1425560442 -13.3452852689|5.77263333833 0.137107927171 -7.02094524382 0.137107927171 0.0392266244314 -0.133229417931 -7.02094524382 -0.133229417931 8.74623181889|
|11|216.196048171|41.6888885906 35.9572357837 -25.1266960484|18.3871367091 2.74912302281 -19.1607713005 2.74912302281 0.502172808017 -2.42752260847 -19.1607713005 -2.42752260847 22.4386481446|
|12|45.5653495622|50.3888052618 45.031597293 3.13639658642|0.0116500346592 -0.0129813659441 -0.00493322661577 -0.0129813659441 0.0168230341185 0.00601312784737 -0.00493322661577 0.00601312784737 0.00328513104618|
|13|22.7827168274|47.3945045471 47.5117645264 -34.1367950439|0.001 -2.82727748431e-27 -4.03896783473e-28 -2.82727748431e-27 0.001 -5.42101086243e-20 0.0 -3.5426140524e-20 0.001|
|14|7.40862664012|49.082901001 45.1986274719 -9.52209472656|0.001 -2.45034846702e-13 -2.02543212698e-14 -2.45034846702e-13 0.000995953654162 -5.42101086243e-20 -2.02543212698e-14 -6.61729756092e-20 0.000995953654162|
|15|0.0115108222069|47.9498825071 52.2510032652 -7.75517702099|0.000999999393577 3.2802994743e-08 1.36927766324e-09 3.2802994743e-08 0.00099822250775 2.52695529974e-11 1.36927766324e-09 2.5269553003e-11 0.000998221903436|
|16|113.913604718|33.7027325101 50.6741150229 -24.2858013382|0.811745665121 0.377043560407 -1.15432142125 0.377043560407 0.294001917807 -0.539975390404 -1.15432142125 -0.539975390404 1.750089931|
|17|22.7827204557|49.2475776672 46.0627288818 -5.61534023285|0.001 1.26058564415e-14 -2.62085805977e-16 1.26058564415e-14 0.000998979135029 0.0 -2.62085805977e-16 2.05656077807e-23 0.000998979135029|
|18|91.1292111968|51.3134434059 47.3986455313 -21.9325094011|0.0573842460558 0.145469260927 -0.235912926959 0.145469260927 0.690077999203 -0.742310141126 -0.235912926959 -0.742310141126 1.05003099441|
|19|22.7827150391|45.8930358887 64.1084594727 -18.48969841|0.001 3.49112362433e-14 -2.88572586436e-15 3.49112362433e-14 0.000995953654162 1.08420217249e-19 -2.88572586436e-15 1.06148255961e-19 0.000995953654162|
|20|68.2488916034|51.4063363904 63.5111311662 -3.43446824297|0.157635796968 -0.140541500767 0.600815756026 -0.140541500767 0.198068455492 -0.69735718497 0.600815756026 -0.69735718497 2.65857148587|
|21|45.5654409286|46.840089798 53.953956604 -21.1352815628|0.0788096445128 -0.0160924292783 0.0834841722325 -0.0160924292783 0.0043535212545 -0.0172762190646 0.0834841722325 -0.0172762190646 0.0906187308112|
|22|241.964711623|63.256599155 42.5076989087 -16.6863935598|1.55075302059 3.33274965944 0.0146997263579 3.33274965944 12.6303281158 -0.469351029947 0.0146997263579 -0.469351029947 0.436581520304|
|23|22.7827204642|47.2202835083 46.2018928528 -32.1421852112|0.001 -1.25269736599e-13 -2.02260394612e-14 -1.25269736599e-13 0.000984379707588 -5.42101086243e-20 -2.02260394612e-14 -2.11643169771e-20 0.000984379707588|
|24|68.341018093|36.9196736475 59.0249668802 -27.6148739205|0.073590755707 0.00508604050255 0.360441887078 0.00508604050255 0.0348677486505 -0.0812298882765 0.360441887078 -0.0812298882765 2.12909529645|
|25|296.175610356|49.4176720562 59.6392000596 -28.8571824142|1.34381939929 -0.558426665582 0.733688040276 -0.558426665582 1.92910433874 0.757165465491 0.733688040276 0.757165465491 1.19324097125|
|26|45.5654409286|44.4500694275 53.6996498108 -10.61272192|0.631792686803 -1.77288228025 -1.0320490606 -1.77288228025 4.9834422478 2.90044915084 -1.0320490606 2.90044915084 1.6893973938|
|27|120.001378782|57.3855746648 48.1224174846 -25.5989853591|1.13710382484 2.41382003293 -0.19420681527 2.41382003293 6.6710266959 -2.22638229714 -0.19420681527 -2.22638229714 2.4015298298|
|28|134.107621384|34.7111092831 55.9953709835 -28.8854397349|22.4427262689 19.4496767134 -15.8213377827 19.4496767134 16.9426116898 -13.5658360141 -15.8213377827 -13.5658360141 11.4064747824|
|29|22.7827204643|49.805305481 47.0818710327 -12.6606779099|0.001 1.89831488232e-26 -1.61558713389e-27 1.87812004315e-26 0.001 5.42101086243e-20 -2.42338070084e-27 5.30598986634e-20 0.001|
